metadata	feature	value	coef	stderr	N	N.not.0	pval	qval
antibiotics	Ruminococcus.torques	Yes	-0.0065847174784723	0.0039555156828568	1595	1514	0.0961744491182843	0.276274714684128
dysbiosisCD	Haemophilus.parainfluenzae	Yes	0.00892141458660251	0.00535015221469642	1595	887	0.0956536301890692	0.276274714684128
dysbiosisnonIBD	Roseburia.unclassified	Yes	-0.00994560191931829	0.00598818898138431	1595	513	0.0969666832963682	0.277242770551588
dysbiosisnonIBD	Bacteroides.cellulosilyticus	Yes	0.0159941469950499	0.00975071675755676	1595	526	0.101151697128079	0.282575153903671
dysbiosisnonIBD	Bacteroides.xylanisolvens	Yes	-0.0132407540917104	0.00807202545002918	1595	1072	0.101142941342449	0.282575153903671
diagnosis	Clostridium.citroniae	nonIBD	-0.004456010934739	0.00268371604367156	1595	462	0.100113288947026	0.282575153903671
diagnosis	Clostridium.citroniae	UC	-0.0041590939947295	0.00251042295855147	1595	462	0.100593176144524	0.282575153903671
age	Sutterella.wadsworthensis	age	-0.000658850929237986	0.00031112753238848	1595	432	0.0998142330168176	0.282575153903671
diagnosis	Escherichia.coli	nonIBD	-0.0339869805106344	0.020621586525213	1595	975	0.102990213828807	0.286397443934901
age	Bacteroides.cellulosilyticus	age	0.000961275318930053	0.000508599234143938	1595	526	0.103693980789007	0.286820886143426
diagnosis	Escherichia.unclassified	UC	0.00341983650177555	0.00208857383482414	1595	637	0.104084426662885	0.286820886143426
diagnosis	Eubacterium.ventriosum	nonIBD	0.0103613532016272	0.00633801255089694	1595	627	0.104666737724404	0.287126321054784
diagnosis	Roseburia.inulinivorans	UC	0.012236384204126	0.00750733167680023	1595	1074	0.105486898534642	0.288078570437654
age	Prevotella.copri	age	-0.00193280055854333	0.00118647721194009	1595	439	0.105985116048556	0.288147034257013
dysbiosisnonIBD	Lachnospiraceae.bacterium.1.1.57FAA	Yes	-0.00855434084099316	0.00530469477678709	1595	475	0.107033689829193	0.289704520471015
dysbiosisnonIBD	Veillonella.unclassified	Yes	0.0159365231013383	0.00996991917106173	1595	995	0.11014209681872	0.296638958553319
diagnosis	C2likevirus.unclassified	nonIBD	0.00597057882749237	0.00371770350725728	1595	389	0.110569858114291	0.296638958553319
dysbiosisCD	Alistipes.onderdonkii	Yes	-0.0103802026077864	0.0065635456977567	1595	896	0.113967686846566	0.304413689866486
dysbiosisUC	Parabacteroides.distasonis	Yes	-0.0150972315246688	0.00956649766552973	1595	935	0.114747721501379	0.30515878774821
dysbiosisUC	Bacteroidales.bacterium.ph8	Yes	-0.00563809363233767	0.00360404214107032	1595	472	0.117942638350027	0.312181408192257
age	Clostridium.citroniae	age	9.41907076266898e-05	5.98396466229783e-05	1595	462	0.118926250739907	0.312181408192257
diagnosis	Eubacterium.siraeum	nonIBD	0.0266792036143986	0.0169699322850905	1595	656	0.118533741337119	0.312181408192257
antibiotics	Collinsella.aerofaciens	Yes	-0.00336860864311007	0.00216576787101552	1595	835	0.120059941255362	0.313422300647007
dysbiosisUC	Bacteroides.cellulosilyticus	Yes	-0.0113910691477239	0.0073307203766916	1595	526	0.120428273155008	0.313422300647007
dysbiosisUC	Escherichia.unclassified	Yes	0.00581434363297792	0.00375829000078228	1595	637	0.122069770830373	0.316342512492327
diagnosis	Veillonella.parvula	UC	-0.0200237619334518	0.0128724024157062	1595	853	0.122660633663616	0.316526804665856
diagnosis	Eubacterium.rectale	nonIBD	0.0322774596412889	0.0207621210599402	1595	1318	0.123544563312057	0.317462612055033
antibiotics	Alistipes.shahii	Yes	0.00465944045813555	0.00304987108263271	1595	757	0.126786412363134	0.323527711081613
dysbiosisnonIBD	Haemophilus.parainfluenzae	Yes	0.014625002457816	0.0095774368324446	1595	887	0.126967361163392	0.323527711081613
antibiotics	Eubacterium.hallii	Yes	-0.00341227256413971	0.0022388016481673	1595	923	0.127673611357516	0.323971788819696
dysbiosisnonIBD	Clostridium.bolteae	Yes	0.0128871189143727	0.00848192603672305	1595	1138	0.128878548575484	0.325672348889916
diagnosis	Faecalibacterium.prausnitzii	UC	0.0366670728861952	0.0240236631964296	1595	1534	0.129419148871919	0.325687031665285
dysbiosisCD	Eubacterium.eligens	Yes	-0.00798747878201793	0.00528524646317957	1595	1015	0.130921775997286	0.327695030428272
diagnosis	Eubacterium.hallii	UC	0.00604680519771645	0.00398643547206204	1595	923	0.131831334080339	0.327695030428272
age	Eubacterium.siraeum	age	0.000577161710153243	0.000380224122908341	1595	656	0.13168960941447	0.327695030428272
dysbiosisUC	Veillonella.unclassified	Yes	0.0115012865705604	0.00763967389306292	1595	995	0.132411982914898	0.327800396728346
dysbiosisUC	Odoribacter.splanchnicus	Yes	-0.00799958112430612	0.0053394165665008	1595	662	0.134291920255278	0.327908910726558
dysbiosisUC	Dorea.longicatena	Yes	-0.00645004747981475	0.00430178658909399	1595	1063	0.133987322393301	0.327908910726558
dysbiosisUC	Roseburia.hominis	Yes	-0.00893500134520698	0.00595407650867304	1595	1061	0.13365506847973	0.327908910726558
dysbiosisnonIBD	C2likevirus.unclassified	Yes	0.0113449778440662	0.00757321599066298	1595	389	0.134609569263776	0.327908910726558
diagnosis	Bifidobacterium.bifidum	UC	0.0061114433562511	0.00408586988605604	1595	425	0.137103303205476	0.33110044341751
diagnosis	Bacteroides.uniformis	nonIBD	-0.0521207881888821	0.0348570285870013	1595	1391	0.137550758923859	0.33110044341751
dysbiosisUC	Streptococcus.salivarius	Yes	0.00415767465662465	0.00279571795625015	1595	582	0.137177245252336	0.33110044341751
diagnosis	Roseburia.inulinivorans	nonIBD	0.0118534504891533	0.00797440753894669	1595	1074	0.139744121147915	0.335055786531813
antibiotics	Roseburia.unclassified	Yes	-0.00420445204784167	0.00285325189008635	1595	513	0.140800728838602	0.336265270049837
diagnosis	Bacteroides.stercoris	UC	0.0573893991038619	0.0389349597053706	1595	1063	0.143067741138901	0.340344743568715
dysbiosisnonIBD	Alistipes.finegoldii	Yes	-0.00916408713217528	0.00630410653282717	1595	788	0.146245076550477	0.346549617195489
antibiotics	Lachnospiraceae.bacterium.3.1.46FAA	Yes	-0.00308411238310651	0.00213048400347763	1595	992	0.147933413076444	0.349191661099048
dysbiosisCD	Bacteroides.massiliensis	Yes	-0.00961973622089161	0.00669205512260784	1595	577	0.150788233553151	0.353286000706273
dysbiosisnonIBD	Paraprevotella.clara	Yes	-0.00455032767482759	0.0031657677522292	1595	191	0.15082817764143	0.353286000706273
antibiotics	Paraprevotella.unclassified	Yes	0.00342015433988269	0.00239597577778048	1595	243	0.153658539658507	0.358536592536516
dysbiosisnonIBD	Bacteroides.uniformis	Yes	-0.0333459016789873	0.0235163318189338	1595	1391	0.156398139240399	0.363536132814516
dysbiosisCD	Roseburia.unclassified	Yes	-0.0047035577115124	0.00332318370722905	1595	513	0.157227803004879	0.364075026729928
diagnosis	Roseburia.hominis	nonIBD	0.0106277971089077	0.00750139108828133	1595	1061	0.159932882469453	0.366394339580517
diagnosis	Roseburia.unclassified	UC	-0.00552777602597707	0.00391179572493744	1595	513	0.160034309242065	0.366394339580517
dysbiosisnonIBD	Peptostreptococcaceae.noname.unclassified	Yes	0.00517980931207765	0.00367928845888325	1595	423	0.15960121170691	0.366394339580517
diagnosis	Parabacteroides.distasonis	nonIBD	-0.0245877261297614	0.017597611016911	1595	935	0.164996191686807	0.370935969762212
dysbiosisnonIBD	Alistipes.onderdonkii	Yes	-0.015950108370814	0.0114185416732906	1595	896	0.162658359627314	0.370935969762212
dysbiosisnonIBD	Oscillibacter.unclassified	Yes	-0.013316902727403	0.00958814213819464	1595	1296	0.165063461092872	0.370935969762212
diagnosis	Ruminococcus.lactaris	UC	0.00825532924310349	0.00589054794801763	1595	454	0.16359350821663	0.370935969762212
dysbiosisUC	Akkermansia.muciniphila	Yes	-0.0195658638887693	0.01406413807937	1595	578	0.164370282787969	0.370935969762212
age	Bacteroides.finegoldii	age	0.000474274767953973	0.000340192110202706	1595	400	0.165865583616477	0.371368163317773
diagnosis	Eubacterium.ventriosum	UC	0.00818872128912823	0.00588780080933011	1595	627	0.166636366646265	0.371727279441668
dysbiosisnonIBD	Bacteroides.caccae	Yes	-0.0212836176934385	0.0155311668748894	1595	1072	0.170770078924906	0.379558314106817
dysbiosisUC	Bacteroides.thetaiotaomicron	Yes	-0.0118223460846028	0.00867268906779237	1595	1121	0.173037483886735	0.383199373407352
antibiotics	Streptococcus.salivarius	Yes	0.0022891759305074	0.00169371951537166	1595	582	0.176709308860077	0.389912931506473
dysbiosisUC	Alistipes.onderdonkii	Yes	-0.0116093680023864	0.00862908333871109	1595	896	0.178710341671816	0.392904686202657
dysbiosisCD	Bacteroides.dorei	Yes	-0.0115924653486396	0.00864388027709406	1595	1048	0.180082551119149	0.394497387163891
dysbiosisUC	Roseburia.unclassified	Yes	-0.00631509307560821	0.00473261259652565	1595	513	0.182274215513019	0.397867373646696
diagnosis	Bacteroides.stercoris	nonIBD	0.0586824611329228	0.0438114655928309	1595	1063	0.183124344291904	0.398295448834892
diagnosis	Parabacteroides.merdae	UC	0.0250077486982573	0.0187612860289249	1595	911	0.185062184664949	0.399888369371074
age	Dorea.longicatena	age	0.000295112665915524	0.000205216581904832	1595	1063	0.185169983846704	0.399888369371074
dysbiosisnonIBD	Bacteroides.stercoris	Yes	0.0267188252112819	0.0202202864505318	1595	1063	0.186575192683987	0.400085536424465
diagnosis	Faecalibacterium.prausnitzii	nonIBD	0.0350716135285115	0.0263936753362106	1595	1534	0.186558255953982	0.400085536424465
diagnosis	Streptococcus.salivarius	UC	0.00353394100818772	0.00268700899815934	1595	582	0.190796074200723	0.407701084871019
dysbiosisnonIBD	Parabacteroides.merdae	Yes	-0.0148020911190824	0.0114347000448158	1595	911	0.195695306869017	0.415255895063524
dysbiosisUC	Veillonella.dispar	Yes	0.00389371561606365	0.00300737171787184	1595	495	0.195608473059018	0.415255895063524
dysbiosisUC	Bifidobacterium.longum	Yes	-0.00723932241424843	0.00564285781284007	1595	1002	0.199718431577114	0.415426657865141
age	Bacteroides.dorei	age	0.000920587837438027	0.000721006525241713	1595	1048	0.204132580992887	0.415426657865141
diagnosis	Bacteroidales.bacterium.ph8	UC	-0.00794200821762382	0.00617001071095685	1595	472	0.200615991449893	0.415426657865141
antibiotics	Odoribacter.splanchnicus	Yes	-0.00419048591051471	0.00327431098261791	1595	662	0.20081075318237	0.415426657865141
diagnosis	Alistipes.finegoldii	UC	-0.0120568472697421	0.00946336017353641	1595	788	0.204991352172011	0.415426657865141
age	Clostridium.nexile	age	-0.000183571759923479	0.000136033688551382	1595	273	0.197171501057982	0.415426657865141
age	Eubacterium.rectale	age	-0.000652984972351483	0.000465749262121382	1595	1318	0.20532581940461	0.415426657865141
dysbiosisnonIBD	Eubacterium.ventriosum	Yes	-0.00717716565681305	0.00559108321765422	1595	627	0.199444253535785	0.415426657865141
age	Ruminococcus.gnavus	age	-0.000279978705674689	0.000218095020746354	1595	970	0.202314633632715	0.415426657865141
diagnosis	Roseburia.intestinalis	UC	0.0274028147484698	0.0211281115282958	1595	1001	0.197033339896251	0.415426657865141
age	Oscillibacter.unclassified	age	-0.00039098142285069	0.000302532418647018	1595	1296	0.204137022175555	0.415426657865141
dysbiosisnonIBD	Ruminococcus.callidus	Yes	-0.0047909937335087	0.00372188237311234	1595	323	0.198197615513992	0.415426657865141
dysbiosisUC	Ruminococcus.lactaris	Yes	-0.00471947591332118	0.00371528353189439	1595	454	0.204180697994802	0.415426657865141
diagnosis	Dialister.invisus	UC	-0.0189487340154276	0.0148565724322477	1595	777	0.204499179440964	0.415426657865141
dysbiosisnonIBD	Bacteroides.dorei	Yes	0.0187455262297842	0.014917147193671	1595	1048	0.209080044133352	0.417474579925282
diagnosis	Bacteroides.finegoldii	UC	0.0173991322775653	0.0137694426921483	1595	400	0.208767070049503	0.417474579925282
diagnosis	Bacteroides.vulgatus	UC	0.0432913743343166	0.0342793866401995	1595	1455	0.208962876852164	0.417474579925282
dysbiosisCD	Bacteroidales.bacterium.ph8	Yes	-0.00344579796854854	0.00273926850852504	1595	472	0.208606285392509	0.417474579925282
age	Roseburia.hominis	age	0.000210793050033444	0.000167295087271722	1595	1061	0.210999346255393	0.419930071469067
dysbiosisnonIBD	Ruminococcus.gnavus	Yes	0.0124457791000268	0.00996528864730966	1595	970	0.211883317985983	0.420315767600859
antibiotics	Coprobacillus.unclassified	Yes	0.00193320884661481	0.00155256211678381	1595	415	0.213254235649901	0.421661784125941
age	Bacteroides.stercoris	age	-0.00146675695209491	0.00114753759001699	1595	1063	0.223135712798971	0.43694420930731
diagnosis	Barnesiella.intestinihominis	nonIBD	0.0212839674574426	0.0173679923915022	1595	484	0.222882899266983	0.43694420930731
dysbiosisCD	Acidaminococcus.unclassified	Yes	-0.00484418525057011	0.00396994561637511	1595	194	0.222572976854454	0.43694420930731
antibiotics	Coprobacter.fastidiosus	Yes	-0.00133185737529591	0.00109622393502276	1595	177	0.224576424303767	0.438355905131392
diagnosis	Veillonella.parvula	nonIBD	-0.0170888046800659	0.0140207058160161	1595	853	0.225637262281197	0.439019465588655
diagnosis	Alistipes.putredinis	nonIBD	0.032575378173493	0.0268044120197382	1595	940	0.226753863590137	0.439786951994883
dysbiosisnonIBD	Bifidobacterium.bifidum	Yes	-0.00519597844846783	0.00434248527898319	1595	425	0.231665178591076	0.447886011942746
age	Bacteroides.ovatus	age	-0.0008378275046532	0.00067265945836776	1595	1319	0.234439182786048	0.451814754166783
dysbiosisCD	Bacteroides.intestinalis	Yes	-0.00199576642332651	0.00168981473761187	1595	193	0.237761096657826	0.456771318184908
antibiotics	Parabacteroides.unclassified	Yes	0.00687860306159224	0.00585269596873204	1595	730	0.240064573683959	0.459746306206072
dysbiosisnonIBD	Parabacteroides.goldsteinii	Yes	-0.00470036612457318	0.00404261594994272	1595	187	0.245128465242818	0.466510110415238
age	Peptostreptococcaceae.noname.unclassified	age	-4.6218406257489e-05	3.95183690427343e-05	1595	423	0.244557030356248	0.466510110415238
dysbiosisUC	Bifidobacterium.pseudocatenulatum	Yes	0.00323646909892241	0.00279857392264018	1595	230	0.247666476564003	0.468412683936266
dysbiosisUC	Sutterella.wadsworthensis	Yes	-0.00773136259729616	0.00667762850187246	1595	432	0.247132563468307	0.468412683936266
dysbiosisUC	Ruminococcus.torques	Yes	-0.00752334046013829	0.00651947890674502	1595	1514	0.248688295324861	0.468889076943779
age	Eubacterium.eligens	age	0.000340684697985665	0.000265736666860045	1595	1015	0.250987816715877	0.471764136975214
age	Bacteroides.faecis	age	0.000503677547004963	0.00043248293403262	1595	604	0.253814786897044	0.474648245850401
dysbiosisnonIBD	Bacteroides.vulgatus	Yes	-0.0218268931082892	0.0191936669182749	1595	1455	0.255639777732236	0.474648245850401
antibiotics	Burkholderiales.bacterium.1.1.47	Yes	0.00207501848287296	0.00182446987314847	1595	731	0.255581413906768	0.474648245850401
diagnosis	Bilophila.unclassified	nonIBD	0.00749819151998024	0.00655093346411858	1595	885	0.255437975106957	0.474648245850401
diagnosis	Bacteroides.finegoldii	nonIBD	0.0171559157733422	0.0151436139559403	1595	400	0.259531280348652	0.475472330618059
dysbiosisCD	Bacteroides.salyersiae	Yes	-0.00231978151839854	0.00205269510251047	1595	167	0.258605742147861	0.475472330618059
age	Parabacteroides.goldsteinii	age	0.000158291893262358	0.000127724268952744	1595	187	0.259928787832035	0.475472330618059
diagnosis	Haemophilus.parainfluenzae	UC	0.00774687039101793	0.00684034563727126	1595	887	0.259433128732655	0.475472330618059
diagnosis	C2likevirus.unclassified	UC	0.00397221834136011	0.00351373608123462	1595	389	0.259987333490663	0.475472330618059
diagnosis	Bacteroides.ovatus	UC	0.025426255323961	0.0229599835478366	1595	1319	0.270246100086033	0.492754116623934
antibiotics	Bacteroides.ovatus	Yes	0.00890366372601454	0.00811349068586587	1595	1319	0.272645900096165	0.494609816879177
age	Escherichia.coli	age	0.00050840171711621	0.000460597102251512	1595	975	0.272888174829891	0.494609816879177
dysbiosisUC	Dialister.invisus	Yes	-0.0105307427467038	0.0096323333296016	1595	777	0.274451791902158	0.495967778244553
dysbiosisUC	Bacteroides.dorei	Yes	0.0121324152667096	0.0112011984254448	1595	1048	0.278926609525035	0.501080546314885
diagnosis	Bacteroides.xylanisolvens	nonIBD	-0.0128030541412386	0.0117628013389562	1595	1072	0.278552953195658	0.501080546314885
antibiotics	Bacteroides.salyersiae	Yes	0.00176383034052993	0.0016366479410846	1595	167	0.281338895792593	0.503927610404969
diagnosis	Bacteroidales.bacterium.ph8	nonIBD	0.00739348778116006	0.00687057769865817	1595	472	0.284462868125002	0.508028993220312
diagnosis	Coprobacter.fastidiosus	UC	-0.00377005474305458	0.0035320218176973	1595	177	0.287846538909439	0.508111716509705
diagnosis	Alistipes.shahii	UC	-0.0105272309822147	0.0098348078636682	1595	757	0.286628204135311	0.508111716509705
diagnosis	Clostridium.symbiosum	nonIBD	-0.00626996506417475	0.00586708047172363	1595	801	0.287592356659423	0.508111716509705
diagnosis	Acidaminococcus.unclassified	nonIBD	-0.015684686915307	0.0146180400228622	1595	194	0.286278979534446	0.508111716509705
diagnosis	Coprobacter.fastidiosus	nonIBD	-0.00412989469294087	0.00390251539684223	1595	177	0.292435674963266	0.511762431185716
dysbiosisnonIBD	Parabacteroides.distasonis	Yes	-0.0133391359233704	0.0126505730821542	1595	935	0.291852378121733	0.511762431185716
dysbiosisCD	Akkermansia.muciniphila	Yes	0.0108600322812684	0.010287858844669	1595	578	0.291317653595803	0.511762431185716
dysbiosisnonIBD	Bacteroides.thetaiotaomicron	Yes	0.0120667416873895	0.0115246958311072	1595	1121	0.295252139204934	0.515210752939269
age	Eubacterium.sp.3.1.31	age	8.03787130005122e-05	7.76320902739725e-05	1595	217	0.302601430857154	0.526526489691447
dysbiosisCD	Parabacteroides.goldsteinii	Yes	-0.0023627363289639	0.00231358910081413	1595	187	0.307297061788471	0.528221990107809
dysbiosisnonIBD	Clostridium.nexile	Yes	0.00490398865374597	0.00480809758330415	1595	273	0.307912654332138	0.528221990107809
dysbiosisCD	Flavonifractor.plautii	Yes	0.00265825394914033	0.00260578026440284	1595	1068	0.30782448918363	0.528221990107809
diagnosis	Veillonella.atypica	nonIBD	-0.00612950695896123	0.00594728055243197	1595	524	0.306141036497811	0.528221990107809
diagnosis	Bilophila.unclassified	UC	-0.00615623692898991	0.0060018237798283	1595	885	0.306989782046819	0.528221990107809
diagnosis	Escherichia.coli	UC	-0.0196378621817271	0.019223796245012	1595	975	0.309654954124076	0.529718727701018
diagnosis	Alistipes.onderdonkii	nonIBD	0.016607133260392	0.0163258688794349	1595	896	0.311279257272889	0.531005791818458
diagnosis	Coprococcus.comes	UC	0.00458078653319882	0.00452978775314852	1595	848	0.313960908302409	0.532596638318014
antibiotics	Acidaminococcus.unclassified	Yes	0.00319204082247572	0.00316444275934275	1595	194	0.313273430121779	0.532596638318014
dysbiosisnonIBD	Bacteroidales.bacterium.ph8	Yes	-0.00478621830043361	0.00476720478093589	1595	472	0.315542990730518	0.533793559319127
age	Alistipes.shahii	age	0.000240847381153947	0.000240403340645125	1595	757	0.318606310950935	0.537482668612519
diagnosis	Ruminococcus.torques	UC	-0.0065413571867077	0.00659182167253216	1595	1514	0.323001378148515	0.54339182124985
dysbiosisUC	Parabacteroides.merdae	Yes	-0.00842161526475426	0.00860477315096781	1595	911	0.32788219412674	0.550083350477093
diagnosis	Parabacteroides.goldsteinii	UC	0.00447725970662449	0.00461405647825581	1595	187	0.333710852973032	0.558323927089495
dysbiosisCD	Bifidobacterium.bifidum	Yes	0.00237626299415182	0.0024660666473613	1595	425	0.335406494796739	0.5596234392636
diagnosis	Bacteroides.cellulosilyticus	UC	-0.0164385923733488	0.0171422325204141	1595	526	0.339506621926089	0.563377473441385
diagnosis	Alistipes.finegoldii	nonIBD	0.00989972812602289	0.010310215580598	1595	788	0.338901934312372	0.563377473441385
age	Parabacteroides.unclassified	age	-0.000372888995329476	0.000392254402839741	1595	730	0.343761356145616	0.568887679056197
age	Roseburia.unclassified	age	8.60318449051909e-05	9.0653843220815e-05	1595	513	0.344731302442175	0.568946783705379
dysbiosisnonIBD	Bifidobacterium.adolescentis	Yes	-0.00671960834862215	0.00719084276716809	1595	555	0.35020820847901	0.57332472839709
dysbiosisUC	Eubacterium.sp.3.1.31	Yes	0.00218447046786152	0.00233231107138233	1595	217	0.349108594717386	0.57332472839709
diagnosis	Peptostreptococcaceae.noname.unclassified	UC	0.00167569144465942	0.00178593297441981	1595	423	0.349603753119917	0.57332472839709
dysbiosisUC	Parabacteroides.unclassified	Yes	-0.00890876293422414	0.00955420246417075	1595	730	0.351258541654206	0.573502551923355
dysbiosisUC	Clostridium.citroniae	Yes	-0.00199844855573926	0.00215001683218215	1595	462	0.352776733451162	0.574441258480635
dysbiosisCD	Bifidobacterium.pseudocatenulatum	Yes	-0.00184414069321641	0.002005989713329	1595	230	0.358095404764959	0.580000269951756
dysbiosisCD	Peptostreptococcaceae.noname.unclassified	Yes	0.00183269288059036	0.00199220706912303	1595	423	0.357953133868634	0.580000269951756
dysbiosisnonIBD	Bacteroides.intestinalis	Yes	-0.00268975818871044	0.00293241120063983	1595	193	0.359156602924472	0.580176050877994
diagnosis	Parabacteroides.merdae	nonIBD	0.0196502963395327	0.0213966186911723	1595	911	0.360281125392966	0.580452924244223
diagnosis	Bacteroides.eggerthii	nonIBD	0.0225124592303778	0.0245822688409352	1595	309	0.361680190917853	0.581169488836339
age	Clostridium.bolteae	age	0.0002302320388561	0.000251874406561306	1595	1138	0.363639087310142	0.582779484662832
dysbiosisCD	Prevotella.copri	Yes	0.0114539237395789	0.0128065632198927	1595	439	0.371261878973563	0.591880848939529
diagnosis	Peptostreptococcaceae.noname.unclassified	nonIBD	0.00165173344191113	0.00183965553125071	1595	423	0.370873710142394	0.591880848939529
diagnosis	Ruminococcus.torques	nonIBD	-0.00650784560499275	0.00731979319097656	1595	1514	0.375845042117726	0.59606674648358
dysbiosisUC	Parasutterella.excrementihominis	Yes	0.00251431666921808	0.00283811058724114	1595	759	0.375807660170075	0.59606674648358
dysbiosisUC	Ruminococcus.callidus	Yes	0.00250298826444842	0.00283947495147943	1595	323	0.378190375144524	0.598228411592247
dysbiosisUC	Bifidobacterium.bifidum	Yes	0.00289084624336147	0.00332223714189277	1595	425	0.384355850512689	0.605916241823239
diagnosis	Bacteroides.uniformis	UC	-0.0279685506974548	0.0320834137575078	1595	1391	0.385040370419694	0.605916241823239
dysbiosisUC	Paraprevotella.unclassified	Yes	-0.00337278458054455	0.00389831122626096	1595	243	0.387075569825533	0.605987203145886
antibiotics	Oscillibacter.unclassified	Yes	-0.00387851303037673	0.00448193919998786	1595	1296	0.386972230947135	0.605987203145886
diagnosis	Klebsiella.pneumoniae	nonIBD	-0.00491399882300216	0.00566735310449308	1595	171	0.388132726721119	0.606084180956824
diagnosis	Flavonifractor.plautii	nonIBD	-0.00399314850099266	0.00462853578869916	1595	1068	0.390103017187652	0.607602909123478
dysbiosisUC	Eubacterium.eligens	Yes	-0.00601916819897628	0.00708352599686337	1595	1015	0.395603613888447	0.611478682380874
diagnosis	Lachnospiraceae.bacterium.1.1.57FAA	UC	-0.0046502130715492	0.00544807023629371	1595	475	0.394844128093649	0.611478682380874
dysbiosisUC	Veillonella.parvula	Yes	0.00555217699039696	0.00652424148255797	1595	853	0.394904609632423	0.611478682380874
antibiotics	Eubacterium.siraeum	Yes	-0.00511153136975767	0.00604718710687809	1595	656	0.398090836142339	0.61376536509034
diagnosis	Lachnospiraceae.bacterium.3.1.46FAA	nonIBD	0.00535582941049567	0.0063335065084984	1595	992	0.399540238520371	0.614444457724509
diagnosis	Bifidobacterium.bifidum	nonIBD	0.00383580940544811	0.00456240619312652	1595	425	0.402091760212412	0.615554517246081
diagnosis	Alistipes.onderdonkii	UC	-0.0126456173532774	0.0150433978892054	1595	896	0.402283576131265	0.615554517246081
diagnosis	Bacteroides.ovatus	nonIBD	-0.0214566287219635	0.0255986328956536	1595	1319	0.403669787789281	0.615933921987114
dysbiosisnonIBD	Dorea.longicatena	Yes	-0.00473234665247492	0.00567601504705064	1595	1063	0.40455430015574	0.615933921987114
diagnosis	Bacteroides.dorei	UC	-0.024389893613592	0.0292854798129634	1595	1048	0.406528059582791	0.617395482009775
diagnosis	Bacteroides.dorei	nonIBD	-0.0266657219323236	0.0321031773639073	1595	1048	0.407827800599317	0.617828682997472
antibiotics	Bacteroides.uniformis	Yes	0.00893746690323014	0.0108862162390574	1595	1391	0.411782435869586	0.621489191708619
dysbiosisnonIBD	Alistipes.unclassified	Yes	-0.00541436531560562	0.00661649121976442	1595	224	0.413305620101791	0.621489191708619
dysbiosisnonIBD	Veillonella.atypica	Yes	0.00288579699573254	0.00352066099573353	1595	524	0.412534056620261	0.621489191708619
antibiotics	Bacteroides.eggerthii	Yes	0.00378922899140256	0.00466308138359467	1595	309	0.41657791801058	0.624866877015871
age	Alistipes.onderdonkii	age	0.000296638228044178	0.000366083413823298	1595	896	0.4195422989793	0.627767223779837
antibiotics	Alistipes.unclassified	Yes	0.00246072915501698	0.00306316496764074	1595	224	0.421911160365195	0.628224686216147
diagnosis	Coprobacillus.unclassified	UC	0.0019203707298243	0.00237964446860033	1595	415	0.421322757248173	0.628224686216147
antibiotics	Coprococcus.comes	Yes	0.0015232064452358	0.00190559873632843	1595	848	0.424222255299888	0.630125252384468
dysbiosisnonIBD	Bacteroides.finegoldii	Yes	-0.00453761388323398	0.00571315804392551	1595	400	0.427183952660752	0.63298060138783
antibiotics	Ruminococcus.gnavus	Yes	-0.00366861534110492	0.0046513662780634	1595	970	0.430397850563391	0.636194881051226
diagnosis	Klebsiella.pneumoniae	UC	-0.00425719698788379	0.00540993377838589	1595	171	0.433146184685596	0.63870708589232
diagnosis	Eubacterium.sp.3.1.31	nonIBD	0.00271894108510911	0.00347065640643041	1595	217	0.434909003059046	0.639757446528886
dysbiosisCD	Bacteroides.cellulosilyticus	Yes	-0.00436793030851019	0.00564108066600849	1595	526	0.438868603008202	0.644026455980711
age	Bacteroides.uniformis	age	0.000598678270879454	0.000781808693640017	1595	1391	0.445388864476922	0.647382423709085
age	Clostridium.leptum	age	-0.000112099042843374	0.00013453480434642	1595	812	0.444009143575954	0.647382423709085
dysbiosisUC	Roseburia.intestinalis	Yes	0.0142212286794708	0.0186314439804911	1595	1001	0.445407611714461	0.647382423709085
diagnosis	Veillonella.dispar	nonIBD	0.0023480453537101	0.00305636213979751	1595	495	0.44376632136326	0.647382423709085
dysbiosisUC	C2likevirus.unclassified	Yes	0.00494864366998109	0.00653267963080504	1595	389	0.448864866736385	0.650854056767758
diagnosis	Oscillibacter.unclassified	nonIBD	-0.00712702318418545	0.00949014578735807	1595	1296	0.454153661427484	0.656579945178359
dysbiosisUC	Burkholderiales.bacterium.1.1.47	Yes	-0.00222663575338556	0.00297937226784441	1595	731	0.454970011273017	0.656579945178359
diagnosis	Bacteroides.faecis	UC	-0.00886699082278355	0.0119210395381477	1595	604	0.45844340230693	0.660028444456076
dysbiosisnonIBD	Eubacterium.siraeum	Yes	0.00962638027225838	0.0130413345506104	1595	656	0.460539225584888	0.661482048068861
diagnosis	Bacteroides.eggerthii	UC	0.0162173306251176	0.0223786802497609	1595	309	0.470072155599613	0.667992331395737
dysbiosisnonIBD	Bacteroides.faecis	Yes	-0.00533126841356511	0.00739794419319964	1595	604	0.471241693078723	0.667992331395737
dysbiosisnonIBD	Eubacterium.hallii	Yes	-0.00347876351902755	0.00477849141359875	1595	923	0.466720282518017	0.667992331395737
age	Eubacterium.hallii	age	8.30000161191023e-05	0.000110582893724055	1595	923	0.471653041872195	0.667992331395737
diagnosis	Roseburia.hominis	UC	0.00509597107487583	0.0070143403773305	1595	1061	0.469230055059534	0.667992331395737
